CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","VANGUARD 1","1958-002B","EARTH","TEME","UTC","SGP4","2020-10-02T06:00:21.048768","10.84868816","0.18457300","34.2438","259.2768","112.9355","267.6092","0","U","5","999","21685","0.00001792700000","0.00000000","0.0000000000000","8619.532","132.734","3832.329","650.464","PAYLOAD","MEDIUM","US","1958-03-17","AFETR","","2840178","162602885","0 VANGUARD 1","1     5U 58002B   20276.25024362 -.00000000 +00000-0 +17927-4 0  9992","2     5 034.2438 259.2768 1845730 112.9355 267.6092 10.84868816216858"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","VANGUARD 2","1959-001A","EARTH","TEME","UTC","SGP4","2020-10-02T13:22:18.188544","11.85679725","0.14668830","32.8692","13.2619","136.0955","236.6030","0","U","11","999","28769","0.00001288300000","0.00000031","0.0000000000000","8123.756","121.449","2937.281","553.961","PAYLOAD","MEDIUM","US","1959-02-17","AFETR","","2840178","162602394","0 VANGUARD 2","1    11U 59001A   20276.55715496 +.00000031 +00000-0 +12883-4 0  9996","2    11 032.8692 013.2619 1466883 136.0955 236.6030 11.85679725287694"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","VANGUARD R/B","1959-001B","EARTH","TEME","UTC","SGP4","2020-10-02T11:33:02.562624","11.44325235","0.16663890","32.9141","336.5255","278.6376","62.9698","0","U","12","999","29224","0.00021053000000","0.00000390","0.0000000000000","8318.318","125.838","3326.338","554.027","ROCKET BODY","MEDIUM","US","1959-02-17","AFETR","","2840178","162602867","0 VANGUARD R/B","1    12U 59001B   20276.48127966 +.00000390 +00000-0 +21053-3 0  9994","2    12 032.9141 336.5255 1666389 278.6376 062.9698 11.44325235292241"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","VANGUARD R/B","1958-002A","EARTH","TEME","UTC","SGP4","2020-10-02T04:41:07.863360","10.48675433","0.20220630","34.2658","206.4334","327.7501","21.3751","0","U","16","999","47004","-0.00000465840000","0.00000000","0.0000000000000","8816.734","137.316","4221.399","655.800","ROCKET BODY","MEDIUM","US","1958-03-17","AFETR","","2840178","162602871","0 VANGUARD R/B","1    16U 58002A   20276.19522990 +.00000000 +00000-0 -46584-5 0  9999","2    16 034.2658 206.4334 2022063 327.7501 021.3751 10.48675433470044"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","VANGUARD 3","1959-007A","EARTH","TEME","UTC","SGP4","2020-10-02T08:43:06.903840","11.55738021","0.16666590","33.3409","161.2072","113.8550","264.5285","0","U","20","999","24297","0.00014338000000","0.00000341","0.0000000000000","8263.465","124.595","3262.568","508.092","PAYLOAD","MEDIUM","US","1959-09-18","AFETR","","2840178","162602869","0 VANGUARD 3","1    20U 59007A   20276.36327435 +.00000341 +00000-0 +14338-3 0  9993","2    20 033.3409 161.2072 1666659 113.8550 264.5285 11.55738021242976"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","EXPLORER 7","1959-009A","EARTH","TEME","UTC","SGP4","2020-10-02T13:40:35.157504","14.95213890","0.01394600","50.2852","319.4474","307.9601","50.8813","0","U","22","999","48640","0.00004689500000","0.00000323","0.0000000000000","6959.845","96.307","678.772","484.648","PAYLOAD","MEDIUM","US","1959-10-13","AFETR","","2840178","162602872","0 EXPLORER 7","1    22U 59009A   20276.56985136 +.00000323 +00000-0 +46895-4 0  9991","2    22 050.2852 319.4474 0139460 307.9601 050.8813 14.95213890486408"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","TIROS 1","1960-002B","EARTH","TEME","UTC","SGP4","2020-10-02T09:49:07.308768","14.74374179","0.00243810","48.3789","163.8552","329.2926","30.6558","0","U","29","999","23432","0.00001658600000","-0.00000097","0.0000000000000","7025.275","97.668","664.268","630.012","PAYLOAD","MEDIUM","US","1960-04-01","AFETR","","2840178","162602877","0 TIROS 1","1    29U 60002B   20276.40911237 -.00000097 +00000-0 +16586-4 0  9990","2    29 048.3789 163.8552 0024381 329.2926 030.6558 14.74374179234321"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","TRANSIT 2A","1960-007A","EARTH","TEME","UTC","SGP4","2020-10-02T10:59:13.701408","14.33688360","0.02618680","66.6929","98.9028","238.5577","118.9684","0","U","45","999","8117","0.00001242700000","-0.00000059","0.0000000000000","7157.565","100.440","966.864","591.996","PAYLOAD","MEDIUM","US","1960-06-22","AFETR","","2840178","162602880","0 TRANSIT 2A","1    45U 60007A   20276.45779747 -.00000059 +00000-0 +12427-4 0  9994","2    45 066.6929 098.9028 0261868 238.5577 118.9684 14.33688360081179"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","SOLRAD 1 (GREB)","1960-007B","EARTH","TEME","UTC","SGP4","2020-10-02T06:56:44.567808","14.49319347","0.02042330","66.6891","117.8627","50.2789","311.6121","0","U","46","999","15459","0.00003013000000","0.00000035","0.0000000000000","7106.009","99.356","873.002","582.746","PAYLOAD","MEDIUM","US","1960-06-22","AFETR","","2840178","162602886","0 SOLRAD 1 (GREB)","1    46U 60007B   20276.28940472 +.00000035 +00000-0 +30130-4 0  9995","2    46 066.6891 117.8627 0204233 050.2789 311.6121 14.49319347154599"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR R/B","1960-007C","EARTH","TEME","UTC","SGP4","2020-10-02T13:46:25.613184","14.42103968","0.02333800","66.6650","228.5551","226.1661","131.9946","0","U","47","999","15012","0.00000908590000","-0.00000073","0.0000000000000","7129.692","99.854","917.950","585.164","ROCKET BODY","LARGE","US","1960-06-22","AFETR","","2840178","162602878","0 THOR ABLESTAR R/B","1    47U 60007C   20276.57390756 -.00000073 +00000-0 +90859-5 0  9990","2    47 066.6650 228.5551 0233380 226.1661 131.9946 14.42103968150123"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","DELTA 1 R/B","1960-009B","EARTH","TEME","UTC","SGP4","2020-10-02T08:31:33.845376","12.20112609","0.01136260","47.2302","149.4838","284.4628","74.3577","0","U","50","999","68327","0.00031445000000","-0.00000051","0.0000000000000","7970.187","118.021","1682.615","1501.490","ROCKET BODY","MEDIUM","US","1960-08-12","AFETR","","2840178","162602865","0 DELTA 1 R/B","1    50U 60009B   20276.35525284 -.00000051 +00000-0 +31445-3 0  9998","2    50 047.2302 149.4838 0113626 284.4628 074.3577 12.20112609683278"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","ECHO 1 DEB (METAL OBJ)","1960-009C","EARTH","TEME","UTC","SGP4","2020-10-02T08:32:10.508352","12.18275769","0.01071270","47.2157","16.6883","121.9248","239.2011","0","U","51","999","67712","-0.00042029000000","-0.00000129","0.0000000000000","7978.197","118.199","1685.530","1514.594","DEBRIS","MEDIUM","US","1960-08-12","AFETR","","2840178","162602434","0 ECHO 1 DEB (METAL OBJ)","1    51U 60009C   20276.35567718 -.00000129 +00000-0 -42029-3 0  9994","2    51 047.2157 016.6883 0107127 121.9248 239.2011 12.18275769677120"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T22:26:10","18 SPCS","ECHO 1 DEB (METAL OBJ)","1960-009E","EARTH","TEME","UTC","SGP4","2020-10-02T17:25:39.703008","12.17245073","0.00973570","47.2755","288.1819","37.3053","323.4447","0","U","53","999","68163","-0.00023847000000","-0.00000110","0.0000000000000","7982.700","118.299","1682.282","1526.848","DEBRIS","MEDIUM","US","1960-08-12","AFETR","","2840262","162624534","0 ECHO 1 DEB (METAL OBJ)","1    53U 60009E   20276.72615397 -.00000110  00000-0 -23847-3 0  9991","2    53  47.2755 288.1819 0097357  37.3053 323.4447 12.17245073681632"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","COURIER 1B","1960-013A","EARTH","TEME","UTC","SGP4","2020-10-02T10:09:13.967712","13.46323358","0.01649460","28.3278","271.9472","234.8472","123.6517","0","U","58","999","95304","0.00000088110000","0.00000089","0.0000000000000","7463.953","106.957","1208.933","962.703","PAYLOAD","LARGE","US","1960-10-04","AFETR","","2840178","162602881","0 COURIER 1B","1    58U 60013A   20276.42307833 +.00000089 +00000-0 +88110-6 0  9991","2    58 028.3278 271.9472 0164946 234.8472 123.6517 13.46323358953041"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR R/B","1960-013B","EARTH","TEME","UTC","SGP4","2020-10-02T14:30:18.424224","13.52978365","0.01891760","28.2494","27.7914","105.4856","256.6663","0","U","59","999","96111","-0.00000581600000","0.00000082","0.0000000000000","7439.457","106.431","1202.059","920.585","ROCKET BODY","LARGE","US","1960-10-04","AFETR","","2840178","162602661","0 THOR ABLESTAR R/B","1    59U 60013B   20276.60437991 +.00000082 +00000-0 -58160-5 0  9996","2    59 028.2494 027.7914 0189176 105.4856 256.6663 13.52978365961117"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","SCOUT X-1 R/B","1961-004B","EARTH","TEME","UTC","SGP4","2020-10-02T08:59:06.943488","12.26058823","0.11755020","38.8617","162.4688","239.6853","108.2440","0","U","82","999","82093","-0.00001457900000","-0.00000048","0.0000000000000","7944.397","117.449","2500.128","632.397","ROCKET BODY","MEDIUM","US","1961-02-16","WLPIS","","2840178","162602375","0 SCOUT X-1 R/B","1    82U 61004B   20276.37438592 -.00000048 +00000-0 -14579-4 0  9993","2    82 038.8617 162.4688 1175502 239.6853 108.2440 12.26058823820935"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","SCOUT X-1 DEB","1961-004C","EARTH","TEME","UTC","SGP4","2020-10-02T04:59:30.208128","14.21084481","0.03933540","38.7705","196.2597","132.4968","230.9717","0","U","85","999","94628","0.00018468000000","0.00000792","0.0000000000000","7199.824","101.331","1104.897","538.481","DEBRIS","SMALL","US","1961-02-16","WLPIS","","2840178","162603339","0 SCOUT X-1 DEB","1    85U 61004C   20276.20798852 +.00000792 +00000-0 +18468-3 0  9990","2    85 038.7705 196.2597 0393354 132.4968 230.9717 14.21084481946285"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","EXPLORER 11","1961-013A","EARTH","TEME","UTC","SGP4","2020-10-02T10:15:44.931168","14.09020876","0.05465300","28.7888","297.2786","357.5159","2.2752","0","U","107","999","98132","0.00006540800000","0.00000626","0.0000000000000","7240.861","102.198","1258.460","466.991","PAYLOAD","MEDIUM","US","1961-04-27","AFETR","","2840178","162602365","0 EXPLORER 11","1   107U 61013A   20276.42760337 +.00000626 +00000-0 +65408-4 0  9999","2   107 028.7888 297.2786 0546530 357.5159 002.2752 14.09020876981328"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLE DEB (YO)","1960-002D","EARTH","TEME","UTC","SGP4","2020-10-02T06:31:20.046720","14.83622872","0.00346710","48.1658","120.5712","358.8376","1.2451","0","U","115","999","20767","0.00002725600000","0.00000001","0.0000000000000","6996.048","97.059","642.169","593.657","DEBRIS","SMALL","US","1960-04-01","AFETR","","2840178","162602447","0 THOR ABLE DEB (YO)","1   115U 60002D   20276.27175980 +.00000001 +00000-0 +27256-4 0  9998","2   115 048.1658 120.5712 0034671 358.8376 001.2451 14.83622872207678"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","TRANSIT 4A","1961-015A","EARTH","TEME","UTC","SGP4","2020-10-02T13:05:30.830208","13.91775818","0.00819920","66.8094","306.4179","291.6669","67.5693","0","U","116","999","673","0.00001539300000","-0.00000057","0.0000000000000","7300.551","103.464","982.274","862.557","PAYLOAD","MEDIUM","US","1961-06-29","AFETR","","2840178","162602888","0 TRANSIT 4A","1   116U 61015A   20276.54549572 -.00000057 +00000-0 +15393-4 0  9997","2   116 066.8094 306.4179 0081992 291.6669 067.5693 13.91775818006733"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","SOLRAD 3/INJUN 1","1961-015B","EARTH","TEME","UTC","SGP4","2020-10-02T11:16:11.174592","13.89856056","0.00826820","66.8140","43.2991","311.5653","47.8356","0","U","117","999","490","0.00000251300000","-0.00000073","0.0000000000000","7307.272","103.607","989.555","868.719","PAYLOAD","MEDIUM","US","1961-06-29","AFETR","","2840178","162604197","0 SOLRAD 3/INJUN 1","1   117U 61015B   20276.46957378 -.00000073 +00000-0 +25130-5 0  9995","2   117 066.8140 043.2991 0082682 311.5653 047.8356 13.89856056004901"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR R/B","1961-015C","EARTH","TEME","UTC","SGP4","2020-10-02T06:01:19.062912","14.01688481","0.00890010","66.7639","213.3548","296.3881","62.8087","0","U","118","999","2403","0.00001757100000","-0.00000052","0.0000000000000","7266.091","102.733","952.625","823.287","ROCKET BODY","LARGE","US","1961-06-29","AFETR","","2840178","162602385","0 THOR ABLESTAR R/B","1   118U 61015C   20276.25091508 -.00000052 +00000-0 +17571-4 0  9993","2   118 066.7639 213.3548 0089001 296.3881 062.8087 14.01688481024031"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR DEB","1961-015D","EARTH","TEME","UTC","SGP4","2020-10-02T14:30:49.016736","14.23322840","0.01083680","66.7306","26.9758","323.2454","36.1243","0","U","119","999","6149","0.00015690000000","0.00000294","0.0000000000000","7192.274","101.171","892.080","736.197","DEBRIS","MEDIUM","US","1961-06-29","AFETR","","2840178","162602777","0 THOR ABLESTAR DEB","1   119U 61015D   20276.60473399 +.00000294 +00000-0 +15690-3 0  9991","2   119 066.7306 026.9758 0108368 323.2454 036.1243 14.23322840061495"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR DEB","1961-015E","EARTH","TEME","UTC","SGP4","2020-10-02T11:29:48.691392","14.25420571","0.01105630","66.7052","95.0060","67.6088","293.6678","0","U","120","999","5102","0.00007578300000","0.00000106","0.0000000000000","7185.215","101.022","886.522","727.639","DEBRIS","MEDIUM","US","1961-06-29","AFETR","","2840178","162602367","0 THOR ABLESTAR DEB","1   120U 61015E   20276.47903578 +.00000106 +00000-0 +75783-4 0  9997","2   120 066.7052 095.0060 0110563 067.6088 293.6678 14.25420571051022"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR DEB","1961-015F","EARTH","TEME","UTC","SGP4","2020-10-02T03:56:27.719808","13.99695097","0.00912060","66.7478","179.2820","16.0867","344.3077","0","U","121","999","3465","0.00002934700000","-0.00000034","0.0000000000000","7272.988","102.879","961.187","828.519","DEBRIS","MEDIUM","US","1961-06-29","AFETR","","2840178","162603581","0 THOR ABLESTAR DEB","1   121U 61015F   20276.16420972 -.00000034 +00000-0 +29347-4 0  9992","2   121 066.7478 179.2820 0091206 016.0867 344.3077 13.99695097034653"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR DEB","1961-015G","EARTH","TEME","UTC","SGP4","2020-10-02T11:18:29.083680","14.69275507","0.00650630","66.7505","309.1276","50.7117","309.9747","0","U","122","999","8612","0.00007931800000","0.00000370","0.0000000000000","7041.518","98.007","709.198","617.569","DEBRIS","MEDIUM","US","1961-06-29","AFETR","","2840178","162602369","0 THOR ABLESTAR DEB","1   122U 61015G   20276.47116995 +.00000370 +00000-0 +79318-4 0  9999","2   122 066.7505 309.1276 0065063 050.7117 309.9747 14.69275507086127"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR DEB","1961-015H","EARTH","TEME","UTC","SGP4","2020-10-02T04:56:27.775392","14.37088612","0.01163130","66.6853","201.7630","349.5712","10.2976","0","U","123","999","7973","0.00004377600000","0.00000048","0.0000000000000","7146.270","100.202","851.256","685.015","DEBRIS","MEDIUM","US","1961-06-29","AFETR","","2840178","162602965","0 THOR ABLESTAR DEB","1   123U 61015H   20276.20587703 +.00000048 +00000-0 +43776-4 0  9991","2   123 066.6853 201.7630 0116313 349.5712 010.2976 14.37088612079738"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR DEB","1961-015J","EARTH","TEME","UTC","SGP4","2020-10-02T10:54:13.739616","14.30524062","0.00727400","66.5457","352.0441","142.2808","218.3421","0","U","124","999","6045","0.00011155000000","0.00000213","0.0000000000000","7168.116","100.662","842.122","737.840","DEBRIS","SMALL","US","1961-06-29","AFETR","","2840178","162602377","0 THOR ABLESTAR DEB","1   124U 61015J   20276.45432569 +.00000213 +00000-0 +11155-3 0  9997","2   124 066.5457 352.0441 0072740 142.2808 218.3421 14.30524062060459"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR DEB","1961-015K","EARTH","TEME","UTC","SGP4","2020-10-02T12:58:12.972288","14.05530773","0.00729260","66.8750","94.3719","153.1207","207.3688","0","U","125","999","2426","0.00009938900000","0.00000087","0.0000000000000","7252.842","102.452","927.599","821.815","DEBRIS","SMALL","US","1961-06-29","AFETR","","2840178","162603098","0 THOR ABLESTAR DEB","1   125U 61015K   20276.54042792 +.00000087 +00000-0 +99389-4 0  9998","2   125 066.8750 094.3719 0072926 153.1207 207.3688 14.05530773024263"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR DEB","1961-015L","EARTH","TEME","UTC","SGP4","2020-10-02T06:15:32.614560","14.36286483","0.00685370","66.7119","226.2268","345.2387","14.6712","0","U","126","999","6468","0.00010274000000","0.00000222","0.0000000000000","7148.931","100.258","819.792","721.799","DEBRIS","MEDIUM","US","1961-06-29","AFETR","","2840178","162602895","0 THOR ABLESTAR DEB","1   126U 61015L   20276.26079415 +.00000222 +00000-0 +10274-3 0  9996","2   126 066.7119 226.2268 0068537 345.2387 014.6712 14.36286483064680"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T22:26:10","18 SPCS","THOR ABLESTAR DEB","1961-015M","EARTH","TEME","UTC","SGP4","2020-10-02T20:11:13.200864","14.38815509","0.00731260","66.8303","76.2488","168.1227","192.1624","0","U","127","999","6638","0.00009915100000","0.00000227","0.0000000000000","7140.551","100.082","814.632","710.200","DEBRIS","MEDIUM","US","1961-06-29","AFETR","","2840268","162624078","0 THOR ABLESTAR DEB","1   127U 61015M   20276.84112501  .00000227  00000-0  99151-4 0  9992","2   127  66.8303  76.2488 0073126 168.1227 192.1624 14.38815509 66381"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T14:16:09","18 SPCS","THOR ABLESTAR DEB","1961-015N","EARTH","TEME","UTC","SGP4","2020-10-02T10:40:55.221312","14.01198514","0.01001240","66.6772","346.3114","304.4351","54.7300","0","U","128","999","2349","0.00004462500000","-0.00000010","0.0000000000000","7267.784","102.769","962.417","816.881","DEBRIS","MEDIUM","US","1961-06-29","AFETR","","2840085","162599816","0 THOR ABLESTAR DEB","1   128U 61015N   20276.44508358 -.00000010  00000-0  44625-4 0  9995","2   128  66.6772 346.3114 0100124 304.4351  54.7300 14.01198514 23498"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR DEB","1961-015Q","EARTH","TEME","UTC","SGP4","2020-10-02T10:58:28.087392","13.98718727","0.00911180","66.7735","15.8782","308.9135","50.3848","0","U","130","999","1998","0.00001995700000","-0.00000049","0.0000000000000","7276.372","102.951","964.538","831.936","DEBRIS","MEDIUM","US","1961-06-29","AFETR","","2840178","162603822","0 THOR ABLESTAR DEB","1   130U 61015Q   20276.45726953 -.00000049 +00000-0 +19957-4 0  9994","2   130 066.7735 015.8782 0091118 308.9135 050.3848 13.98718727019988"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR DEB","1961-015R","EARTH","TEME","UTC","SGP4","2020-10-02T08:19:34.982688","14.00697022","0.00740670","66.7338","253.7902","81.4246","279.5221","0","U","131","999","1153","0.00003300600000","-0.00000029","0.0000000000000","7269.519","102.805","945.227","837.541","DEBRIS","MEDIUM","US","1961-06-29","AFETR","","2840178","162602372","0 THOR ABLESTAR DEB","1   131U 61015R   20276.34693267 -.00000029 +00000-0 +33006-4 0  9993","2   131 066.7338 253.7902 0074067 081.4246 279.5221 14.00697022011536"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR DEB","1961-015S","EARTH","TEME","UTC","SGP4","2020-10-02T14:51:54.031104","13.94325286","0.00725010","66.6594","79.9159","160.4588","199.9297","0","U","132","999","1315","0.00001267000000","-0.00000061","0.0000000000000","7291.649","103.275","966.379","860.649","DEBRIS","MEDIUM","US","1961-06-29","AFETR","","2840178","162602441","0 THOR ABLESTAR DEB","1   132U 61015S   20276.61937536 -.00000061 +00000-0 +12670-4 0  9994","2   132 066.6594 079.9159 0072501 160.4588 199.9297 13.94325286013150"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR DEB","1961-015T","EARTH","TEME","UTC","SGP4","2020-10-02T04:29:36.304800","14.18236040","0.00534730","67.1147","92.0437","353.4229","6.6158","0","U","133","999","3759","0.00010169000000","0.00000133","0.0000000000000","7209.461","101.534","869.877","792.775","DEBRIS","MEDIUM","US","1961-06-29","AFETR","","2840178","162602380","0 THOR ABLESTAR DEB","1   133U 61015T   20276.18722575 +.00000133 +00000-0 +10169-3 0  9991","2   133 067.1147 092.0437 0053473 353.4229 006.6158 14.18236040037599"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR DEB","1961-015U","EARTH","TEME","UTC","SGP4","2020-10-02T07:37:40.160352","13.96839999","0.00887000","66.8792","132.7998","255.2759","103.8481","0","U","134","999","1458","0.00004367000000","-0.00000015","0.0000000000000","7282.895","103.089","969.359","840.161","DEBRIS","LARGE","US","1961-06-29","AFETR","","2840178","162603214","0 THOR ABLESTAR DEB","1   134U 61015U   20276.31782593 -.00000015 +00000-0 +43670-4 0  9997","2   134 066.8792 132.7998 0088700 255.2759 103.8481 13.96839999014584"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR DEB","1961-015W","EARTH","TEME","UTC","SGP4","2020-10-02T05:11:27.624480","14.33624104","0.00527120","67.5301","205.8089","133.8786","226.6693","0","U","136","999","5740","0.00007396500000","0.00000129","0.0000000000000","7157.779","100.444","817.374","741.914","DEBRIS","SMALL","US","1961-06-29","AFETR","","2840178","162602378","0 THOR ABLESTAR DEB","1   136U 61015W   20276.21629195 +.00000129 +00000-0 +73965-4 0  9991","2   136 067.5301 205.8089 0052712 133.8786 226.6693 14.33624104057407"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR DEB","1961-015Y","EARTH","TEME","UTC","SGP4","2020-10-02T10:13:50.744064","14.01736215","0.00356890","67.1550","177.8025","303.0546","56.7115","0","U","138","999","1054","0.00011674000000","0.00000102","0.0000000000000","7265.926","102.729","913.722","861.859","DEBRIS","SMALL","US","1961-06-29","AFETR","","2840178","162604261","0 THOR ABLESTAR DEB","1   138U 61015Y   20276.42628176 +.00000102 +00000-0 +11674-3 0  9993","2   138 067.1550 177.8025 0035689 303.0546 056.7115 14.01736215010545"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR DEB","1961-015AB","EARTH","TEME","UTC","SGP4","2020-10-02T05:56:53.707776","13.86892821","0.00585510","66.5877","109.3940","321.7440","37.9487","0","U","141","999","98276","0.00011131000000","0.00000054","0.0000000000000","7317.677","103.829","982.387","896.696","DEBRIS","MEDIUM","US","1961-06-29","AFETR","","2840178","162602386","0 THOR ABLESTAR DEB","1   141U 61015AB  20276.24784384 +.00000054 +00000-0 +11131-3 0  9995","2   141 066.5877 109.3940 0058551 321.7440 037.9487 13.86892821982766"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR DEB","1961-015AE","EARTH","TEME","UTC","SGP4","2020-10-02T08:59:42.780480","13.90104520","0.00496020","66.4989","137.0487","252.0861","107.4803","0","U","144","999","99490","0.00010397000000","0.00000051","0.0000000000000","7306.401","103.589","964.507","892.025","DEBRIS","SMALL","US","1961-06-29","AFETR","","2840178","162604476","0 THOR ABLESTAR DEB","1   144U 61015AE  20276.37480070 +.00000051 +00000-0 +10397-3 0  9997","2   144 066.4989 137.0487 0049602 252.0861 107.4803 13.90104520994907"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR DEB","1961-015AF","EARTH","TEME","UTC","SGP4","2020-10-02T07:52:55.755840","14.01360281","0.00601770","66.9256","140.9352","26.0884","334.3212","0","U","145","999","2457","0.00013582000000","0.00000130","0.0000000000000","7267.225","102.757","932.822","845.358","DEBRIS","MEDIUM","US","1961-06-29","AFETR","","2840178","162602874","0 THOR ABLESTAR DEB","1   145U 61015AF  20276.32842310 +.00000130 +00000-0 +13582-3 0  9999","2   145 066.9256 140.9352 0060177 026.0884 334.3212 14.01360281024571"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","THOR ABLESTAR DEB","1961-015AH","EARTH","TEME","UTC","SGP4","2020-10-02T11:19:42.512448","14.19125149","0.00480840","66.6208","349.7171","90.2271","270.4330","0","U","147","999","3839","0.00013619000000","0.00000205","0.0000000000000","7206.449","101.470","862.966","793.663","DEBRIS","MEDIUM","US","1961-06-29","AFETR","","2840178","162602935","0 THOR ABLESTAR DEB","1   147U 61015AH  20276.47201982 +.00000205 +00000-0 +13619-3 0  9995","2   147 066.6208 349.7171 0048084 090.2271 270.4330 14.19125149038398"
